filename,statement,error,error_stack_trace
sql/bronze_scope/sql-reference-functions/Table/serverless_task_history.slt,"select *
  from table(information_schema.serverless_task_history(
    date_range_start=>dateadd(D, -7, current_date),
    date_range_end=>current_date));","000200: SQL compilation error: unsupported feature: Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: ""information_schema"", quote_style: None, span: Span(Location(1,21)..Location(1,39)) }), Identifier(Ident { value: ""serverless_task_history"", quote_style: None, span: Span(Location(1,40)..Location(1,63)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: ""date_range_start"", quote_style: None, span: Span(Location(1,64)..Location(1,80)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""dateadd"", quote_style: None, span: Span(Location(1,84)..Location(1,91)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString(""D""), span: Span(Location(1,92)..Location(1,95)) }))), Unnamed(Expr(UnaryOp { op: Minus, expr: Value(ValueWithSpan { value: Number(""7"", false), span: Span(Location(1,98)..Location(1,99)) }) })), Unnamed(Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""current_date"", quote_style: None, span: Span(Location(1,101)..Location(1,113)) })]), uses_odbc_syntax: false, parameters: None, args: None, filter: None, null_treatment: None, over: None, within_group: [] })))], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }, Named { name: Ident { value: ""date_range_end"", quote_style: None, span: Span(Location(1,116)..Location(1,130)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""current_date"", quote_style: None, span: Span(Location(1,134)..Location(1,146)) })]), uses_odbc_syntax: false, parameters: None, args: None, filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation","0: DataFusion error: This feature is not implemented: Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: ""information_schema"", quote_style: None, span: Span(Location(1,21)..Location(1,39)) }), Identifier(Ident { value: ""serverless_task_history"", quote_style: None, span: Span(Location(1,40)..Location(1,63)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: ""date_range_start"", quote_style: None, span: Span(Location(1,64)..Location(1,80)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""dateadd"", quote_style: None, span: Span(Location(1,84)..Location(1,91)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString(""D""), span: Span(Location(1,92)..Location(1,95)) }))), Unnamed(Expr(UnaryOp { op: Minus, expr: Value(ValueWithSpan { value: Number(""7"", false), span: Span(Location(1,98)..Location(1,99)) }) })), Unnamed(Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""current_date"", quote_style: None, span: Span(Location(1,101)..Location(1,113)) })]), uses_odbc_syntax: false, parameters: None, args: None, filter: None, null_treatment: None, over: None, within_group: [] })))], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }, Named { name: Ident { value: ""date_range_end"", quote_style: None, span: Span(Location(1,116)..Location(1,130)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""current_date"", quote_style: None, span: Span(Location(1,134)..Location(1,146)) })]), uses_odbc_syntax: false, parameters: None, args: None, filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation, at crates/core-executor/src/query.rs:1638:14
1: NotImplemented(""Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: \\""information_schema\\"", quote_style: None, span: Span(Location(1,21)..Location(1,39)) }), Identifier(Ident { value: \\""serverless_task_history\\"", quote_style: None, span: Span(Location(1,40)..Location(1,63)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: \\""date_range_start\\"", quote_style: None, span: Span(Location(1,64)..Location(1,80)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: \\""dateadd\\"", quote_style: None, span: Span(Location(1,84)..Location(1,91)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString(\\""D\\""), span: Span(Location(1,92)..Location(1,95)) }))), Unnamed(Expr(UnaryOp { op: Minus, expr: Value(ValueWithSpan { value: Number(\\""7\\"", false), span: Span(Location(1,98)..Location(1,99)) }) })), Unnamed(Expr(Function(Function { name: ObjectName([Identifier(Ident { value: \\""current_date\\"", quote_style: None, span: Span(Location(1,101)..Location(1,113)) })]), uses_odbc_syntax: false, parameters: None, args: None, filter: None, null_treatment: None, over: None, within_group: [] })))], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }, Named { name: Ident { value: \\""date_range_end\\"", quote_style: None, span: Span(Location(1,116)..Location(1,130)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: \\""current_date\\"", quote_style: None, span: Span(Location(1,134)..Location(1,146)) })]), uses_odbc_syntax: false, parameters: None, args: None, filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation"")"
sql/bronze_scope/sql-reference-functions/Table/serverless_task_history.slt,"CREATE OR REPLACE TASK mytask
  SCHEDULE = 'USING CRON * * * * * UTC'
  USER_TASK_MANAGED_INITIAL_WAREHOUSE_SIZE = 'XSMALL'
  AS
    SELECT CURRENT_TIMESTAMP();","000200: SQL error: ParserError(""Expected: [EXTERNAL] TABLE or [MATERIALIZED] VIEW or FUNCTION after CREATE OR REPLACE, found: TASK at Line: 1, Column: 19"")","0: DataFusion error: SQL error: ParserError(""Expected: [EXTERNAL] TABLE or [MATERIALIZED] VIEW or FUNCTION after CREATE OR REPLACE, found: TASK at Line: 1, Column: 19""), at crates/core-executor/src/query.rs:280:44
1: SQL(ParserError(""Expected: [EXTERNAL] TABLE or [MATERIALIZED] VIEW or FUNCTION after CREATE OR REPLACE, found: TASK at Line: 1, Column: 19""), None)"
sql/bronze_scope/sql-reference-functions/Table/serverless_task_history.slt,ALTER TASK mytask RESUME;,"000200: SQL error: ParserError(""Expected: one of VIEW or TYPE or TABLE or INDEX or ROLE or POLICY or CONNECTOR or ICEBERG, found: TASK at Line: 1, Column: 7"")","0: DataFusion error: SQL error: ParserError(""Expected: one of VIEW or TYPE or TABLE or INDEX or ROLE or POLICY or CONNECTOR or ICEBERG, found: TASK at Line: 1, Column: 7""), at crates/core-executor/src/query.rs:280:44
1: SQL(ParserError(""Expected: one of VIEW or TYPE or TABLE or INDEX or ROLE or POLICY or CONNECTOR or ICEBERG, found: TASK at Line: 1, Column: 7""), None)"
sql/bronze_scope/sql-reference-functions/Table/serverless_task_history.slt,"SELECT *
FROM TABLE(INFORMATION_SCHEMA.SERVERLESS_TASK_HISTORY(
  DATE_RANGE_START => DATEADD(DAY, -7, CURRENT_DATE()),
  DATE_RANGE_END => CURRENT_DATE(),
  TASK_NAME => CONCAT('EMBUCKET.', CURRENT_SCHEMA(), '.MYTASK')
));","000200: SQL compilation error: unsupported feature: Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: ""information_schema"", quote_style: None, span: Span(Location(1,21)..Location(1,39)) }), Identifier(Ident { value: ""serverless_task_history"", quote_style: None, span: Span(Location(1,40)..Location(1,63)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: ""DATE_RANGE_START"", quote_style: None, span: Span(Location(1,64)..Location(1,80)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""dateadd"", quote_style: None, span: Span(Location(1,84)..Location(1,91)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString(""DAY""), span: Span(Location(1,92)..Location(1,97)) }))), Unnamed(Expr(UnaryOp { op: Minus, expr: Value(ValueWithSpan { value: Number(""7"", false), span: Span(Location(1,100)..Location(1,101)) }) })), Unnamed(Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""current_date"", quote_style: None, span: Span(Location(1,103)..Location(1,115)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })))], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }, Named { name: Ident { value: ""DATE_RANGE_END"", quote_style: None, span: Span(Location(1,120)..Location(1,134)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""current_date"", quote_style: None, span: Span(Location(1,138)..Location(1,150)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }, Named { name: Ident { value: ""TASK_NAME"", quote_style: None, span: Span(Location(1,154)..Location(1,163)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""concat"", quote_style: None, span: Span(Location(1,167)..Location(1,173)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString(""EMBUCKET.""), span: Span(Location(1,174)..Location(1,185)) }))), Unnamed(Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""current_schema"", quote_style: None, span: Span(Location(1,187)..Location(1,201)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }))), Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString("".MYTASK""), span: Span(Location(1,205)..Location(1,214)) })))], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation","0: DataFusion error: This feature is not implemented: Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: ""information_schema"", quote_style: None, span: Span(Location(1,21)..Location(1,39)) }), Identifier(Ident { value: ""serverless_task_history"", quote_style: None, span: Span(Location(1,40)..Location(1,63)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: ""DATE_RANGE_START"", quote_style: None, span: Span(Location(1,64)..Location(1,80)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""dateadd"", quote_style: None, span: Span(Location(1,84)..Location(1,91)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString(""DAY""), span: Span(Location(1,92)..Location(1,97)) }))), Unnamed(Expr(UnaryOp { op: Minus, expr: Value(ValueWithSpan { value: Number(""7"", false), span: Span(Location(1,100)..Location(1,101)) }) })), Unnamed(Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""current_date"", quote_style: None, span: Span(Location(1,103)..Location(1,115)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })))], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }, Named { name: Ident { value: ""DATE_RANGE_END"", quote_style: None, span: Span(Location(1,120)..Location(1,134)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""current_date"", quote_style: None, span: Span(Location(1,138)..Location(1,150)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }, Named { name: Ident { value: ""TASK_NAME"", quote_style: None, span: Span(Location(1,154)..Location(1,163)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""concat"", quote_style: None, span: Span(Location(1,167)..Location(1,173)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString(""EMBUCKET.""), span: Span(Location(1,174)..Location(1,185)) }))), Unnamed(Expr(Function(Function { name: ObjectName([Identifier(Ident { value: ""current_schema"", quote_style: None, span: Span(Location(1,187)..Location(1,201)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }))), Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString("".MYTASK""), span: Span(Location(1,205)..Location(1,214)) })))], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation, at crates/core-executor/src/query.rs:1638:14
1: NotImplemented(""Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: \\""information_schema\\"", quote_style: None, span: Span(Location(1,21)..Location(1,39)) }), Identifier(Ident { value: \\""serverless_task_history\\"", quote_style: None, span: Span(Location(1,40)..Location(1,63)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: \\""DATE_RANGE_START\\"", quote_style: None, span: Span(Location(1,64)..Location(1,80)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: \\""dateadd\\"", quote_style: None, span: Span(Location(1,84)..Location(1,91)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString(\\""DAY\\""), span: Span(Location(1,92)..Location(1,97)) }))), Unnamed(Expr(UnaryOp { op: Minus, expr: Value(ValueWithSpan { value: Number(\\""7\\"", false), span: Span(Location(1,100)..Location(1,101)) }) })), Unnamed(Expr(Function(Function { name: ObjectName([Identifier(Ident { value: \\""current_date\\"", quote_style: None, span: Span(Location(1,103)..Location(1,115)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })))], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }, Named { name: Ident { value: \\""DATE_RANGE_END\\"", quote_style: None, span: Span(Location(1,120)..Location(1,134)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: \\""current_date\\"", quote_style: None, span: Span(Location(1,138)..Location(1,150)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }, Named { name: Ident { value: \\""TASK_NAME\\"", quote_style: None, span: Span(Location(1,154)..Location(1,163)) }, arg: Expr(Function(Function { name: ObjectName([Identifier(Ident { value: \\""concat\\"", quote_style: None, span: Span(Location(1,167)..Location(1,173)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString(\\""EMBUCKET.\\""), span: Span(Location(1,174)..Location(1,185)) }))), Unnamed(Expr(Function(Function { name: ObjectName([Identifier(Ident { value: \\""current_schema\\"", quote_style: None, span: Span(Location(1,187)..Location(1,201)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }))), Unnamed(Expr(Value(ValueWithSpan { value: SingleQuotedString(\\"".MYTASK\\""), span: Span(Location(1,205)..Location(1,214)) })))], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation"")"
sql/bronze_scope/sql-reference-functions/Table/serverless_task_history.slt,ALTER TASK mytask SUSPEND;,"000200: SQL error: ParserError(""Expected: one of VIEW or TYPE or TABLE or INDEX or ROLE or POLICY or CONNECTOR or ICEBERG, found: TASK at Line: 1, Column: 7"")","0: DataFusion error: SQL error: ParserError(""Expected: one of VIEW or TYPE or TABLE or INDEX or ROLE or POLICY or CONNECTOR or ICEBERG, found: TASK at Line: 1, Column: 7""), at crates/core-executor/src/query.rs:280:44
1: SQL(ParserError(""Expected: one of VIEW or TYPE or TABLE or INDEX or ROLE or POLICY or CONNECTOR or ICEBERG, found: TASK at Line: 1, Column: 7""), None)"
sql/bronze_scope/sql-reference-functions/Table/serverless_task_history.slt,DROP TASK IF EXISTS mytask;,"000200: SQL error: ParserError(""Expected: CONNECTOR, DATABASE, EXTENSION, FUNCTION, INDEX, POLICY, PROCEDURE, ROLE, SCHEMA, SECRET, SEQUENCE, STAGE, TABLE, TRIGGER, TYPE, or VIEW after DROP, found: TASK at Line: 1, Column: 6"")","0: DataFusion error: SQL error: ParserError(""Expected: CONNECTOR, DATABASE, EXTENSION, FUNCTION, INDEX, POLICY, PROCEDURE, ROLE, SCHEMA, SECRET, SEQUENCE, STAGE, TABLE, TRIGGER, TYPE, or VIEW after DROP, found: TASK at Line: 1, Column: 6""), at crates/core-executor/src/query.rs:280:44
1: SQL(ParserError(""Expected: CONNECTOR, DATABASE, EXTENSION, FUNCTION, INDEX, POLICY, PROCEDURE, ROLE, SCHEMA, SECRET, SEQUENCE, STAGE, TABLE, TRIGGER, TYPE, or VIEW after DROP, found: TASK at Line: 1, Column: 6""), None)"
sql/bronze_scope/sql-reference-functions/Numeric/sign.slt,"SELECT SIGN(5), SIGN(-1.35e-10), SIGN(0)",000200: SQL compilation error: unsupported feature: Function 'sign' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/sign,"0: DataFusion error: This feature is not implemented: Function 'sign' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/sign, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'sign' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/sign"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/initcap.slt,"SELECT INITCAP('this is the new Frame+work', '') AS initcap_result","000200: Error during planning: Function 'initcap' expects 1 arguments but received 2 No function matches the given name and argument types 'initcap(Utf8, Utf8)'. You might need to add explicit type casts.
	Candidate functions:
	initcap(Coercion(TypeSignatureClass::Native(LogicalType(Native(String), String))))","0: DataFusion error: This feature is not implemented: Function 'sign' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/sign, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'sign' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/sign"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/initcap.slt,"SELECT INITCAP('iqamqinterestedqinqthisqtopic','q') AS initcap_result","000200: Error during planning: Function 'initcap' expects 1 arguments but received 2 No function matches the given name and argument types 'initcap(Utf8, Utf8)'. You might need to add explicit type casts.
	Candidate functions:
	initcap(Coercion(TypeSignatureClass::Native(LogicalType(Native(String), String))))","0: DataFusion error: Error during planning: Function 'initcap' expects 1 arguments but received 2 No function matches the given name and argument types 'initcap(Utf8, Utf8)'. You might need to add explicit type casts.
	Candidate functions:
	initcap(Coercion(TypeSignatureClass::Native(LogicalType(Native(String), String)))), at crates/core-executor/src/query.rs:1638:14
1: Plan(""Function 'initcap' expects 1 arguments but received 2 No function matches the given name and argument types 'initcap(Utf8, Utf8)'. You might need to add explicit type casts.\\n\\tCandidate functions:\\n\\tinitcap(Coercion(TypeSignatureClass::Native(LogicalType(Native(String), String))))"")"
sql/databend/base/09_fuse_engine/09_0036_merge_into_without_distributed_enable.slt,merge into t1 using t2 on t1.a = t2.a when matched and t1.a = 1 then delete when matched and t1.a = 2 then update * when matched and t1.a = 3 then delete;,"000200: SQL error: ParserError(""Expected: SET, found: * at Line: 1, Column: 115"")",
sql/bronze_scope/sql-reference-functions/String_&_binary/initcap.slt,"SELECT INITCAP('lion☂fRog potato⨊cLoUD', '⨊☂') AS initcap_result","000200: Error during planning: Function 'initcap' expects 1 arguments but received 2 No function matches the given name and argument types 'initcap(Utf8, Utf8)'. You might need to add explicit type casts.
	Candidate functions:
	initcap(Coercion(TypeSignatureClass::Native(LogicalType(Native(String), String))))","0: DataFusion error: Error during planning: Function 'initcap' expects 1 arguments but received 2 No function matches the given name and argument types 'initcap(Utf8, Utf8)'. You might need to add explicit type casts.
	Candidate functions:
	initcap(Coercion(TypeSignatureClass::Native(LogicalType(Native(String), String)))), at crates/core-executor/src/query.rs:1638:14
1: Plan(""Function 'initcap' expects 1 arguments but received 2 No function matches the given name and argument types 'initcap(Utf8, Utf8)'. You might need to add explicit type casts.\\n\\tCandidate functions:\\n\\tinitcap(Coercion(TypeSignatureClass::Native(LogicalType(Native(String), String))))"")"
sql/bronze_scope/sql-reference-commands/Query_syntax/select.slt,"SELECT t1.product_id AS prod_id, t2.prod_id
FROM table1 AS t1 JOIN table2 AS t2
  ON t1.product_id=t2.prod_id
GROUP BY prod_id, t2.prod_id;",000200: Schema error: Schema contains qualified field name t2.prod_id and unqualified field name prod_id which would be ambiguous,
sql/bronze_scope/sql-reference-functions/String_&_binary/initcap.slt,"SELECT INITCAP('apple is僉sweetandballIsROUND', '僉a b') AS initcap_result","000200: Error during planning: Function 'initcap' expects 1 arguments but received 2 No function matches the given name and argument types 'initcap(Utf8, Utf8)'. You might need to add explicit type casts.
	Candidate functions:
	initcap(Coercion(TypeSignatureClass::Native(LogicalType(Native(String), String))))",
sql/bronze_scope/sql-reference-functions/Date_&_time/to_date.slt,"SELECT TO_DATE('2024-05-10'), DATE('2024-05-10')",000200: SQL compilation error: unsupported feature: Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date,"0: DataFusion error: This feature is not implemented: Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'date' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_date"")"
sql/databend/base/09_fuse_engine/09_0036_merge_into_without_distributed_enable.slt,merge into t1 using t2 on t1.a = t2.a when matched and t1.a = 2 then update * when matched and t1.a = 1 then delete when matched and t1.a = 3 then update *;,"000200: SQL error: ParserError(""Expected: SET, found: * at Line: 1, Column: 77"")",
sql/bronze_scope/sql-reference-functions/Date_&_time/to_date.slt,"WITH date_from_timestamp AS (
  SELECT TO_TIMESTAMP('2024.10.02 04:00:00', 'YYYY.MM.DD HH:MI:SS') AS ts
)
SELECT ts FROM date_from_timestamp",000200: SQL compilation error: Error parsing timestamp from '2024.10.02 04:00:00' using format 'YYYY.MM.DD HH:MI:SS': input contains invalid characters,
sql/bronze_scope/sql-reference-functions/Date_&_time/to_date.slt,"WITH date_from_timestamp AS (
  SELECT TO_TIMESTAMP('2024.10.02 04:00:00', 'YYYY.MM.DD HH:MI:SS') AS ts
)
SELECT TO_DATE(ts) FROM date_from_timestamp",000200: SQL compilation error: Error parsing timestamp from '2024.10.02 04:00:00' using format 'YYYY.MM.DD HH:MI:SS': input contains invalid characters,"0: DataFusion error: This feature is not implemented: Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: ""information_schema"", quote_style: None, span: Span(Location(1,44)..Location(1,62)) }), Identifier(Ident { value: ""pipe_usage_history"", quote_style: None, span: Span(Location(1,63)..Location(1,81)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: ""DATE_RANGE_START"", quote_style: None, span: Span(Location(1,82)..Location(1,98)) }, arg: Expr(Cast { kind: DoubleColon, expr: Value(ValueWithSpan { value: SingleQuotedString(""2023-01-01""), span: Span(Location(1,102)..Location(1,114)) }), data_type: Date, format: None }), operator: RightArrow }, Named { name: Ident { value: ""DATE_RANGE_END"", quote_style: None, span: Span(Location(1,122)..Location(1,136)) }, arg: Expr(Cast { kind: DoubleColon, expr: Value(ValueWithSpan { value: SingleQuotedString(""2023-01-02""), span: Span(Location(1,140)..Location(1,152)) }), data_type: Date, format: None }), operator: RightArrow }, Named { name: Ident { value: ""PIPE_NAME"", quote_style: None, span: Span(Location(1,160)..Location(1,169)) }, arg: Expr(Value(ValueWithSpan { value: SingleQuotedString(""PIPE_TEST_PIPE""), span: Span(Location(1,173)..Location(1,189)) })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation, at crates/core-executor/src/query.rs:1638:14
1: NotImplemented(""Unsupported ast node TableFunction { expr: Function(Function { name: ObjectName([Identifier(Ident { value: \\""information_schema\\"", quote_style: None, span: Span(Location(1,44)..Location(1,62)) }), Identifier(Ident { value: \\""pipe_usage_history\\"", quote_style: None, span: Span(Location(1,63)..Location(1,81)) })]), uses_odbc_syntax: false, parameters: None, args: List(FunctionArgumentList { duplicate_treatment: None, args: [Named { name: Ident { value: \\""DATE_RANGE_START\\"", quote_style: None, span: Span(Location(1,82)..Location(1,98)) }, arg: Expr(Cast { kind: DoubleColon, expr: Value(ValueWithSpan { value: SingleQuotedString(\\""2023-01-01\\""), span: Span(Location(1,102)..Location(1,114)) }), data_type: Date, format: None }), operator: RightArrow }, Named { name: Ident { value: \\""DATE_RANGE_END\\"", quote_style: None, span: Span(Location(1,122)..Location(1,136)) }, arg: Expr(Cast { kind: DoubleColon, expr: Value(ValueWithSpan { value: SingleQuotedString(\\""2023-01-02\\""), span: Span(Location(1,140)..Location(1,152)) }), data_type: Date, format: None }), operator: RightArrow }, Named { name: Ident { value: \\""PIPE_NAME\\"", quote_style: None, span: Span(Location(1,160)..Location(1,169)) }, arg: Expr(Value(ValueWithSpan { value: SingleQuotedString(\\""PIPE_TEST_PIPE\\""), span: Span(Location(1,173)..Location(1,189)) })), operator: RightArrow }], clauses: [] }), filter: None, null_treatment: None, over: None, within_group: [] }), alias: None } in create_relation"")"
